City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,lebu,-37.6167,-73.65,15.85,80,0,5.79,CL,1738190470
83,jati,24.3539,68.2671,18.96,82,1,3.26,PK,1738190639
84,margaret river,-33.95,115.0667,18.01,73,0,5.24,AU,1738190478
85,badger,64.8,-147.5333,-23.07,74,100,5.14,US,1738190431
86,richards bay,-28.783,32.0377,22.86,91,4,3.08,ZA,1738190642
87,chinde,26.8212,87.7095,13.43,66,0,2.54,NP,1738190645
88,westport,41.1415,-73.3579,6.75,47,0,7.72,US,1738190646
89,iskateley,67.6803,53.1512,-12.82,96,92,4.06,RU,1738190647
90,nar'yan-mar,67.6713,53.087,-12.8,96,92,4.06,RU,1738190649
91,minab,27.1467,57.0801,16.19,27,0,7.7,IR,1738190650
92,stettler,52.3168,-112.7186,-3.61,84,99,1.93,CA,1738190581
93,antalaha,-14.9003,50.2788,25.11,91,69,1.76,MG,1738190652
94,iqaluit,63.7506,-68.5145,-8.15,57,100,6.71,CA,1738190378
95,kaka,37.3482,59.6143,0.52,79,8,2.34,TM,1738190656
96,mirnyy,62.5353,113.9611,-37.01,100,95,0.84,RU,1738190657
97,enewetak,11.3474,162.3373,26.97,73,73,8.7,MH,1738190412
98,mount gambier,-37.8333,140.7667,18.18,52,70,3.51,AU,1738190659
99,ust-tsilma,65.441,52.1498,-17.2,98,85,1.69,RU,1738190660
100,marsa alam,25.0757,34.8918,17.72,69,0,3.73,EG,1738190661
101,revelstoke,50.9832,-118.2023,-1.99,74,100,4.12,CA,1738190662
102,hobyo,5.3505,48.5268,24.17,88,7,6.72,SO,1738190663
103,olonkinbyen,70.9221,-8.7187,-2.88,84,100,1.5,SJ,1738190420
104,hajin,34.6927,40.827,10.31,40,0,3.71,SY,1738190666
105,prince rupert,54.3161,-130.3201,5.05,71,100,7.72,CA,1738190515
106,atafu village,-8.5421,-172.5159,28.05,72,40,5.26,TK,1738190391
107,paracuru,-3.41,-39.0306,26.12,84,54,3.5,BR,1738190669
108,ushuaia,-54.8,-68.3,11.81,62,40,6.69,AR,1738190120
109,arkhangel'sk,64.5401,40.5433,-0.94,100,100,3.0,RU,1738190671
110,sisimiut,66.9395,-53.6735,-4.57,62,100,6.81,GL,1738190672
111,port alfred,-33.5906,26.891,22.88,100,48,2.01,ZA,1738190446
112,east london,-33.0153,27.9116,23.8,78,77,3.35,ZA,1738190675
113,abu qurqas,27.9312,30.8384,13.26,57,0,3.89,EG,1738190676
114,ozieri,40.586,9.0012,4.34,95,55,2.08,IT,1738190677
115,cannonvale,-20.2833,148.7,25.66,89,100,9.08,AU,1738190679
116,uturoa,-16.7333,-151.4333,28.1,75,4,8.68,PF,1738190680
117,kangding,30.0513,101.9603,2.55,74,77,2.6,CN,1738190681
118,afaahiti,-17.75,-149.2833,26.27,79,27,8.83,PF,1738190682
119,dudinka,69.4058,86.1778,-24.26,87,100,6.3,RU,1738190683
120,oranjemund,-28.55,16.4333,18.18,87,0,1.48,NA,1738190684
121,veraval,20.9,70.3667,19.82,47,41,4.83,IN,1738190685
122,santa teresa di riva,37.947,15.3677,13.45,84,100,2.17,IT,1738190686
123,levuka,50.1834,-105.4011,-1.15,86,75,3.09,CA,1738190687
124,vera cruz,-12.6333,-41.0333,23.54,54,48,1.36,BR,1738190688
125,saldanha,-33.0117,17.9442,17.74,91,23,4.9,ZA,1738190407
126,nouadhibou,20.931,-17.0347,18.99,72,0,10.29,MR,1738190691
127,fort bragg,35.139,-79.006,19.91,27,0,5.66,US,1738190469
128,arteche,12.2645,125.4048,25.38,92,98,5.62,PH,1738190693
129,port elizabeth,-33.918,25.5701,22.95,95,35,0.89,ZA,1738190694
130,taulaga,-11.0553,-171.0883,28.05,73,57,4.85,AS,1738190695
131,st. john's,47.5649,-52.7093,-2.79,74,75,5.66,CA,1738190696
132,esmeraldas,-19.7625,-44.3139,20.4,93,100,2.68,BR,1738190697
133,pangody,65.85,74.4859,-20.3,98,100,3.06,RU,1738190698
134,georgetown,5.4112,100.3354,25.96,64,20,2.06,MY,1738190215
135,xai-xai,-25.0519,33.6442,24.37,86,1,2.54,MZ,1738190700
136,poxoreo,-15.8372,-54.3892,24.17,89,100,1.81,BR,1738190701
137,eyl,7.9803,49.8164,23.36,85,13,7.15,SO,1738190703
138,keflavik,64.0049,-22.5624,-1.76,80,75,7.2,IS,1738190399
139,geraldton,-28.7667,114.6,25.23,83,75,3.09,AU,1738190705
140,taro,-8.3862,115.28,20.03,97,100,0.11,ID,1738190706
141,lethem,3.3803,-59.7968,30.19,52,79,4.42,GY,1738190707
142,sao joao da barra,-21.6403,-41.0511,26.05,86,100,10.19,BR,1738190499
143,chirpan,42.2,25.3333,8.42,91,80,2.11,BG,1738190709
144,antsiranana,-12.2787,49.2917,26.48,81,15,3.63,MG,1738190710
145,zyrya,40.3661,50.2917,8.05,71,69,5.04,AZ,1738190713
146,port mathurin,-19.6833,63.4167,26.12,78,91,2.46,MU,1738190714
147,es castell,39.8795,4.2854,14.38,67,40,7.72,ES,1738190715
148,newman,37.3138,-121.0208,13.92,52,0,0.89,US,1738190716
149,minas de marcona,-15.2119,-75.1103,18.89,77,98,5.3,PE,1738190717
150,bredasdorp,-34.5322,20.0403,21.6,67,0,2.72,ZA,1738190718
151,lata,40.1629,-8.3327,6.93,94,88,3.68,PT,1738190719
152,nemuro,43.3236,145.575,-0.77,73,99,11.72,JP,1738190720
153,al hudaydah,14.7978,42.9545,24.14,86,2,3.36,YE,1738190721
154,pizarro,4.9533,-77.366,26.1,86,43,2.57,CO,1738190722
155,haiku-pauwela,20.9219,-156.3051,25.68,77,40,4.12,US,1738190723
156,pampas,-12.4,-74.9,9.49,77,76,3.08,PE,1738190724
157,alice springs,-23.7,133.8833,29.75,21,0,5.14,AU,1738190726
158,atherton,53.5237,-2.4935,3.08,61,74,1.79,GB,1738190727
159,ta`u,-14.2336,-169.5144,27.5,77,99,5.69,AS,1738190728
160,vilyuchinsk,52.9306,158.4028,-1.85,83,99,3.21,RU,1738190729
161,pacific grove,36.6177,-121.9166,12.72,78,100,2.57,US,1738190730
162,port hueneme,34.1478,-119.1951,17.07,65,0,4.12,US,1738190559
163,san antonio de pale,-1.4014,5.6325,27.29,79,4,1.99,GQ,1738190732
164,dakhla,23.6848,-15.958,17.55,89,0,12.58,EH,1738190733
165,marka,1.7159,44.7717,24.44,83,54,7.83,SO,1738190734
166,kunming,25.0389,102.7183,4.96,93,100,6.0,CN,1738190735
167,punta arenas,-53.15,-70.9167,11.06,87,75,4.12,CL,1738190511
168,buncrana,55.1333,-7.45,3.87,70,14,4.26,IE,1738190738
169,srivardhan,18.0333,73.0167,22.87,54,72,1.91,IN,1738190739
170,dainava (kaunas),54.9152,23.9683,7.0,81,100,2.57,LT,1738190740
171,champerico,14.3,-91.9167,28.48,65,5,5.09,GT,1738190741
172,mejit,10.2753,170.8646,26.31,73,15,7.71,MH,1738190742
173,clearwater,27.9659,-82.8001,19.45,73,0,0.45,US,1738190743
174,maintirano,-18.0667,44.0167,26.4,89,100,5.25,MG,1738190744
175,san pedro carcha,15.4833,-90.2667,22.34,68,40,2.06,GT,1738190745
176,neyriz,29.1988,54.3278,4.47,54,0,1.45,IR,1738190746
177,koulikoro,14.0,-7.75,21.16,15,35,3.52,ML,1738190747
178,arraial do cabo,-22.9661,-42.0278,25.98,89,75,5.66,BR,1738190749
179,cabo san lucas,22.8909,-109.9124,22.09,44,0,2.57,MX,1738190750
180,plastun,44.7561,136.2939,-12.62,64,100,5.3,RU,1738190751
181,ola,59.5833,151.2833,-21.05,80,2,4.04,RU,1738190461
182,florence,43.7667,11.25,9.5,91,0,1.03,IT,1738190461
183,talnakh,69.4865,88.3972,-24.51,92,100,3.34,RU,1738190472
184,zaysan,47.4667,84.8667,-8.8,87,100,1.69,KZ,1738190755
185,alofi,-19.0595,-169.9187,24.94,94,100,2.06,NU,1738190756
186,chabahar,25.2919,60.643,20.15,39,1,5.42,IR,1738190757
187,mossel bay,-34.1831,22.146,22.5,80,0,2.67,ZA,1738190758
188,karystos,38.0133,24.4161,16.9,54,82,3.58,GR,1738190759
189,mar del plata,-38.0023,-57.5575,22.51,85,20,4.12,AR,1738190620
190,simanggang,1.2472,111.4528,22.99,100,100,0.0,MY,1738190761
191,sitka,57.0531,-135.33,0.94,60,40,2.57,US,1738190763
192,barroquinha,-3.0189,-41.1361,23.94,96,96,1.96,BR,1738190764
193,coahuayana de hidalgo,18.7,-103.6583,27.97,61,55,2.42,MX,1738190765
194,gdov,58.7406,27.8122,3.02,98,100,3.64,RU,1738190766
195,la passe,45.5549,-0.8967,7.4,87,82,8.34,FR,1738190767
196,ardesen,41.1911,40.9875,11.63,49,12,3.06,TR,1738190768
197,shakawe,-18.3667,21.85,20.73,77,93,1.5,BW,1738190769
198,yuzhno-kurilsk,44.0306,145.8556,-1.66,93,100,13.65,RU,1738190770
199,severo-yeniseyskiy,60.3725,93.0408,-35.72,100,21,1.55,RU,1738190773
200,macau,22.2006,113.5461,15.85,72,20,4.12,MO,1738190776
201,codrington,-38.2667,141.9667,17.99,56,74,4.91,AU,1738190777
202,shalqar,47.8333,59.6,-0.79,93,100,4.84,KZ,1738190778
203,ilulissat,69.2167,-51.1,-1.99,43,100,6.17,GL,1738190779
204,marsabit,2.3284,37.9899,21.73,52,58,1.24,KE,1738190780
205,ust-nera,64.5667,143.2,-40.03,99,61,1.65,RU,1738190782
206,manismata,-2.4667,111.0333,22.53,94,100,1.16,ID,1738190783
207,balabac,7.9868,117.0645,26.04,84,100,3.79,PH,1738190784
208,hargeysa,9.56,44.065,14.12,69,2,5.07,SO,1738190785
209,byadgi,14.6833,75.4833,18.06,48,68,3.48,IN,1738190786
210,romankivtsi,48.4847,27.2138,6.57,68,9,0.12,UA,1738190787
211,auki,-8.7676,160.7034,26.65,88,100,2.95,SB,1738190788
212,college,64.8569,-147.8028,-23.03,64,100,5.14,US,1738190789
213,wailua homesteads,22.0669,-159.378,23.4,73,75,3.09,US,1738190790
214,papao,-17.75,-149.55,29.82,78,5,9.44,PF,1738190791
215,phillip island,-38.4835,145.231,16.23,65,100,4.46,AU,1738190792
216,brak,27.5496,14.2714,14.43,29,0,5.35,LY,1738190793
217,guiuan,11.0333,125.7247,27.16,82,98,9.98,PH,1738190794
218,dahab,28.501,34.5134,19.75,40,0,3.69,EG,1738190796
219,saint-philippe,-21.3585,55.7679,26.85,83,85,3.42,RE,1738190797
220,palikir - national government center,6.9248,158.1611,29.47,70,40,6.69,FM,1738190798
221,mezhdurechenskiy,59.6,65.9333,-17.23,98,96,1.26,RU,1738190799
222,pyu,18.4833,96.4333,17.96,84,56,1.6,MM,1738190800
223,tolanaro,-25.0319,46.9987,27.04,94,75,5.14,MG,1738190801
224,dompu,-8.5356,118.4622,24.28,98,100,0.65,ID,1738190802
225,saint-pierre,-21.3393,55.4781,26.82,74,75,2.06,RE,1738190803
226,saipan,15.1355,145.701,27.39,89,75,7.2,MP,1738190804
227,ampanihy,-24.7,44.75,25.47,82,98,6.52,MG,1738190805
228,medea,36.2642,2.7539,7.79,60,100,3.55,DZ,1738190806
229,marsala,37.7966,12.4352,13.97,77,20,8.23,IT,1738190808
230,warrensburg,38.7628,-93.7361,12.94,33,20,2.06,US,1738190550
231,labytnangi,66.6572,66.4183,-29.72,100,46,1.2,RU,1738190810
232,boquira,-12.8231,-42.7306,24.92,68,99,1.99,BR,1738190811
233,bamboo flat,11.7,92.7167,25.84,73,54,4.61,IN,1738190812
234,kuqa,41.7278,82.9364,-7.94,80,100,1.2,CN,1738190813
235,san rafael,-34.6177,-68.3301,32.88,21,0,7.82,AR,1738190814
236,walvis bay,-22.9575,14.5053,18.77,86,67,3.24,NA,1738190815
237,yeppoon,-23.1333,150.7333,27.37,65,99,7.76,AU,1738190816
238,springbok,-29.6643,17.8865,16.25,71,0,1.55,ZA,1738190817
239,kodiak,57.79,-152.4072,-11.27,79,100,9.77,US,1738190818
240,nalut,30.3333,10.85,8.5,46,0,1.56,LY,1738190819
241,saint-francois,46.4154,3.9054,9.69,60,0,4.63,FR,1738190821
242,lompoc,34.6391,-120.4579,15.85,63,0,6.17,US,1738190822
243,happy valley-goose bay,53.3168,-60.3315,-17.83,55,20,11.83,CA,1738190823
244,vadso,70.0744,29.7487,-3.91,80,0,4.63,NO,1738190824
245,altpinar,39.2042,32.7478,2.82,59,0,0.84,TR,1738190825
246,nova sintra,14.8667,-24.7167,23.31,73,85,12.6,CV,1738190826
247,myeik,12.4333,98.6,20.97,67,48,2.1,MM,1738190827
248,kapuskasing,49.4169,-82.4331,-19.95,71,75,4.63,CA,1738190581
249,lebork,54.5392,17.7501,5.8,97,100,6.64,PL,1738190830
250,papatowai,-46.5619,169.4708,17.36,50,16,1.83,NZ,1738190831
251,urmary,55.6789,47.944,0.55,95,100,3.16,RU,1738190832
252,beihai,21.4833,109.1,16.03,85,83,5.54,CN,1738190833
253,new norfolk,-42.7826,147.0587,18.84,51,65,2.17,AU,1738190834
254,cranbrook,49.4999,-115.7688,-3.09,59,20,1.54,CA,1738190836
255,kanniyakumari,8.0833,77.5667,25.61,74,81,7.62,IN,1738190837
256,nuuk,64.1835,-51.7216,2.34,41,75,8.75,GL,1738190838
257,maumere,-8.6199,122.2111,26.45,82,98,0.85,ID,1738190839
258,brisas de zicatela,15.8369,-97.0419,30.29,70,20,1.54,MX,1738190841
259,kidal,18.4411,1.4078,21.45,14,97,4.57,ML,1738190842
260,katima mulilo,-17.5,24.2667,20.47,88,96,1.84,NA,1738190843
261,fukuecho,32.6881,128.8419,5.77,60,51,5.45,JP,1738190844
262,opuwo,-18.0607,13.84,20.9,66,55,2.61,NA,1738190845
263,lakhdaria,36.5646,3.5933,12.07,57,100,3.62,DZ,1738190846
264,kilju,40.9642,129.3278,-13.5,70,5,3.16,KP,1738190847
265,constantia,44.1833,28.65,5.38,82,60,3.01,RO,1738190848
266,thinadhoo,0.5333,72.9333,27.46,74,97,2.42,MV,1738190849
267,brookings,44.3114,-96.7984,8.0,38,0,4.12,US,1738190553
268,manadhoo,5.7667,73.3833,27.23,73,87,2.54,MV,1738190852
269,martapura,-3.4167,114.85,24.05,100,75,2.57,ID,1738190853
270,darwin,-12.4611,130.8418,27.99,94,40,1.54,AU,1738190797
271,smithers,54.7804,-127.1743,1.18,75,75,1.54,CA,1738190855
272,sfax,34.7406,10.7603,10.08,76,40,1.54,TN,1738190856
273,salinopolis,-0.6136,-47.3561,25.57,89,75,4.73,BR,1738190857
274,kondopoga,62.2057,34.2614,0.91,98,100,5.28,RU,1738190858
275,ifrane,33.3333,-5.25,3.36,73,69,8.64,MA,1738190859
276,bathsheba,13.2167,-59.5167,27.34,83,40,9.26,BB,1738190860
277,north bend,43.4065,-124.2243,11.26,71,0,3.6,US,1738190861
278,chonchi,-42.6128,-73.8092,18.34,62,0,1.05,CL,1738190862
279,kuta,-8.7233,115.1723,25.97,94,75,5.14,ID,1738190864
280,usinsk,65.9939,57.5281,-16.84,92,100,3.7,RU,1738190865
281,utrik,11.2278,169.8474,26.41,70,53,7.43,MH,1738190866
282,tofol,5.3248,163.0078,27.81,77,75,9.65,FM,1738190867
283,burang,30.25,81.1667,-18.64,90,5,1.96,CN,1738190868
284,longyearbyen,78.2186,15.6401,-1.09,69,40,11.32,SJ,1738190869
285,porto novo,6.4965,2.6036,27.9,80,82,2.78,BJ,1738190871
286,gadzhiyevo,69.2551,33.3362,-11.17,98,38,4.59,RU,1738190872
287,bardai,11.65,7.2333,18.66,17,90,4.76,NG,1738190874
288,minas,-34.3759,-55.2377,23.1,57,83,7.05,UY,1738190875
289,baotou,40.6522,109.8222,-11.74,89,6,1.43,CN,1738190876
290,catriel,-37.8791,-67.7956,36.5,21,0,12.15,AR,1738190877
291,cotonou,6.3654,2.4183,27.99,83,20,4.63,BJ,1738190878
292,acapulco de juarez,16.8634,-99.8901,28.9,70,40,4.12,MX,1738190879
293,fatehabad,29.5167,75.45,11.29,57,3,3.2,IN,1738190880
294,annau,37.8876,58.516,1.72,100,100,3.09,TM,1738190881
295,mercedes,-34.6515,-59.4307,29.32,32,0,6.37,AR,1738190882
296,hilo,19.7297,-155.09,27.27,79,0,4.63,US,1738190884
297,ushtobe,45.2514,77.9838,-1.93,89,100,6.84,KZ,1738190885
298,pocoes,-14.5297,-40.3653,20.56,80,76,3.59,BR,1738190886
299,bubaque,11.2833,-15.8333,24.47,76,84,4.23,GW,1738190887
300,green river,41.5286,-109.4662,-4.94,71,0,1.36,US,1738190888
301,pacasmayo,-7.4006,-79.5714,22.68,79,97,5.35,PE,1738190889
302,steinheim am der murr,48.9667,9.2833,4.67,78,74,2.13,DE,1738190890
303,namibe,-15.1961,12.1522,24.11,80,100,2.19,AO,1738190891
304,luwuk,-0.9516,122.7875,23.72,88,68,1.54,ID,1738190892
305,novoishimskiy,53.1981,66.7694,-15.34,98,92,3.79,KZ,1738190894
306,wynyard,-41.0,145.7167,17.88,55,9,2.24,AU,1738190895
307,kayangel,8.0823,134.7173,28.19,73,85,10.54,PW,1738190896
308,birjand,32.8663,59.2211,-4.74,63,0,3.09,IR,1738190897
309,plettenberg bay,-34.0527,23.3716,21.86,89,0,1.13,ZA,1738190898
310,udachny,66.4167,112.4,-33.08,100,86,1.06,RU,1738190899
311,dourados,-22.2211,-54.8056,23.97,88,96,1.49,BR,1738190765
312,panamaram,11.7404,76.0738,16.61,87,24,0.5,IN,1738190901
313,kitzbuhel,47.4464,12.3922,-0.75,95,12,3.51,AT,1738190902
314,kourou,5.1552,-52.6478,24.27,93,100,4.09,GF,1738190903
315,ciudad constitucion,25.0369,-111.6644,20.0,28,15,8.5,MX,1738190904
316,sitia,35.2,26.0986,14.23,80,3,5.24,GR,1738190905
317,cidade velha,14.9167,-23.6167,22.26,68,0,9.26,CV,1738190906
318,almyros,39.1822,22.7594,11.4,100,40,0.0,GR,1738190908
319,fortuna,40.5982,-124.1573,11.63,77,0,5.14,US,1738190909
320,ashburton,-37.8626,145.0794,18.76,58,100,2.24,AU,1738190910
321,mount pearl,47.5166,-52.7813,-3.25,77,75,5.66,CA,1738190911
322,acarau,-2.8856,-40.12,26.01,85,85,4.86,BR,1738190912
323,lashio,22.9333,97.75,7.46,98,0,0.51,MM,1738190913
324,mazar-e sharif,36.709,67.1109,1.69,99,100,0.85,AF,1738190914
325,choele choel,-39.2667,-65.6833,36.69,21,10,9.3,AR,1738190854
326,calvinia,-31.4707,19.776,18.59,48,0,2.3,ZA,1738190917
327,fort mcmurray,56.7268,-111.381,-4.23,86,100,3.09,CA,1738190918
328,belyy yar,53.6039,91.3903,-22.06,92,99,1.0,RU,1738190920
329,kurchatov,51.6601,35.6521,3.33,94,21,3.1,RU,1738190921
330,la ronge,55.1001,-105.2842,-1.86,74,100,3.09,CA,1738190922
331,greifswald,54.1,13.3833,5.6,100,98,7.72,DE,1738190923
332,nishinoomote,30.7333,131.0,9.25,66,70,10.81,JP,1738190924
333,yur'yevets,57.3201,43.1041,1.55,95,100,5.24,RU,1738190925
334,lundazi,-12.2929,33.1782,16.6,96,100,1.27,ZM,1738190926
335,manta,-0.95,-80.7333,26.88,74,75,3.6,EC,1738190762
336,yurimaguas,-5.9,-76.0833,26.09,83,40,3.6,PE,1738190928
337,glace bay,46.1969,-59.957,-2.24,95,100,5.14,CA,1738190929
338,dhuusamarreeb,5.535,46.3861,21.96,82,3,7.18,SO,1738190931
339,tynda,55.1667,124.7167,-24.09,91,100,1.31,RU,1738190932
340,labasa,-16.4167,179.3833,24.63,89,100,4.74,FJ,1738190933
341,kruisfontein,-34.0033,24.7314,20.99,86,22,2.21,ZA,1738190934
342,nungwi,-5.7265,39.2987,26.59,84,21,4.35,TZ,1738190935
343,sinabang,2.4803,96.3801,25.72,80,86,0.31,ID,1738190936
344,lijiang,26.8688,100.2207,2.32,87,79,1.77,CN,1738190937
345,sarangani,5.4033,125.4636,27.99,76,21,9.6,PH,1738190938
346,byron bay,-28.65,153.6167,26.63,62,78,1.91,AU,1738190939
347,vorgashor,67.5833,63.95,-23.8,100,87,2.19,RU,1738190940
348,san isidro de curuguaty,-24.5167,-55.7,23.29,84,95,1.19,PY,1738190941
349,anadyr,64.75,177.4833,-37.1,96,71,1.23,RU,1738190943
350,salekhard,66.53,66.6019,-30.82,100,78,1.24,RU,1738190944
351,juneau,58.3019,-134.4197,0.0,64,75,5.66,US,1738190923
352,holualoa,19.6228,-155.9522,25.1,73,0,3.09,US,1738190946
353,toliara,-23.35,43.6667,26.04,90,94,8.27,MG,1738190947
354,hermoso campo,-27.6082,-61.3444,28.86,70,100,2.48,AR,1738190949
355,cidreira,-30.1811,-50.2056,23.45,83,100,6.45,BR,1738190670
356,naze,28.3667,129.4833,10.51,68,75,4.28,JP,1738190951
357,port isabel,26.0734,-97.2086,24.02,84,100,9.77,US,1738190880
358,santiago de cao,-7.9589,-79.2392,21.07,88,75,5.14,PE,1738190954
359,binghamton,42.0987,-75.918,-2.01,78,97,5.36,US,1738190939
360,buka,40.8108,69.1986,-0.07,87,39,0.73,UZ,1738190956
361,north bondi,-33.8824,151.2769,22.39,84,75,4.63,AU,1738190957
362,borogontsy,62.6683,131.1683,-41.99,100,100,0.57,RU,1738190958
363,hovd,48.0056,91.6419,-19.0,86,100,0.84,MN,1738190959
364,cadale,2.7603,46.3222,24.6,79,76,7.61,SO,1738190960
